model,dataset,idx,label,pred,correct,conf_top1,top5_idx,top5_probs,image_id,class_index,class_hash,class_label,object_category,background_category,background_subcategory
base,inpainted,107,19,55,0,0.4811899662017822,"[55, 59, 64, 939, 96]","[0.4811899662017822, 0.1880892962217331, 0.04718250408768654, 0.030572371557354927, 0.02416629157960415]",ILSVRC2012_val_00025692,19,n01592084,chickadee,animals,nature,tree
base,inpainted,108,18,22,0,0.2272230833768844,"[22, 374, 18, 448, 379]","[0.22722308337688446, 0.10037189722061157, 0.0720362588763237, 0.06775666028261185, 0.05001688003540039]",ILSVRC2012_val_00025806,18,n01582220,magpie,animals,nature,tree
base,inpainted,109,95,60,0,0.2289305329322815,"[60, 44, 54, 994, 68]","[0.2289305329322815, 0.08717568218708038, 0.080031618475914, 0.05397309735417366, 0.035938918590545654]",ILSVRC2012_val_00025937,95,n01843065,jacamar,animals,nature,tree
base,inpainted,110,95,133,0,0.55259108543396,"[133, 315, 91, 313, 64]","[0.55259108543396, 0.08563821762800217, 0.0828581154346466, 0.060259412974119186, 0.043241556733846664]",ILSVRC2012_val_00026023,95,n01843065,jacamar,animals,nature,tree
base,inpainted,111,17,11,0,0.2588829696178436,"[11, 95, 303, 16, 17]","[0.25888296961784363, 0.14641304314136505, 0.1457919031381607, 0.061590392142534256, 0.043390579521656036]",ILSVRC2012_val_00026656,17,n01580077,jay,animals,nature,tree
base,inpainted,112,232,49,0,0.0450593568384647,"[49, 135, 351, 307, 352]","[0.04505935683846474, 0.036646660417318344, 0.03617725148797035, 0.029675021767616272, 0.02475351095199585]",ILSVRC2012_val_00027583,232,n02106166,Border_collie,animals,nature,tree
base,inpainted,113,382,77,0,0.0632669553160667,"[77, 93, 90, 91, 985]","[0.06326695531606674, 0.04754718393087387, 0.037289489060640335, 0.034922726452350616, 0.03258417174220085]",ILSVRC2012_val_00030667,382,n02494079,squirrel_monkey,animals,nature,tree
base,inpainted,114,622,376,0,0.6457424163818359,"[376, 988, 352, 986, 382]","[0.6457424163818359, 0.07530980557203293, 0.03563607484102249, 0.03476017713546753, 0.01717992126941681]",ILSVRC2012_val_00030683,622,n03657121,lens_cap,household,nature,tree
base,inpainted,115,372,329,0,0.1395515948534011,"[329, 396, 924, 397, 295]","[0.13955159485340118, 0.06708323955535889, 0.0642259418964386, 0.03991973400115967, 0.026589030399918556]",ILSVRC2012_val_00030727,372,n02486410,baboon,animals,nature,tree
base,inpainted,116,313,610,0,0.0588865205645561,"[610, 917, 985, 607, 74]","[0.05888652056455612, 0.04303593933582306, 0.03644215315580368, 0.03599507734179497, 0.030404508113861084]",ILSVRC2012_val_00030778,313,n02231487,walking_stick,animals,nature,tree
base,inpainted,117,18,348,0,0.1449145525693893,"[348, 350, 349, 825, 352]","[0.14491455256938934, 0.1138158068060875, 0.08043824881315231, 0.06942283362150192, 0.04498101770877838]",ILSVRC2012_val_00030845,18,n01582220,magpie,animals,nature,tree
base,inpainted,118,919,368,0,0.1321977376937866,"[368, 733, 374, 88, 955]","[0.13219773769378662, 0.09931784868240356, 0.08118054270744324, 0.0734013095498085, 0.06728793680667877]",ILSVRC2012_val_00031351,919,n06794110,street_sign,buildings_and_structures,nature,tree
base,inpainted,119,92,93,0,0.4192847907543182,"[93, 22, 23, 21, 14]","[0.41928479075431824, 0.3184036314487457, 0.1349288821220398, 0.07262573391199112, 0.011988487094640732]",ILSVRC2012_val_00031824,92,n01828970,bee_eater,animals,nature,tree
base,inpainted,120,75,286,0,0.3172028064727783,"[286, 280, 272, 269, 278]","[0.3172028064727783, 0.12637615203857422, 0.12397046387195587, 0.039508141577243805, 0.03687750920653343]",ILSVRC2012_val_00035651,75,n01774384,black_widow,animals,nature,tree
base,inpainted,121,379,379,1,0.2533020079135895,"[379, 382, 378, 364, 375]","[0.2533020079135895, 0.08607947826385498, 0.0769285261631012, 0.04931353032588959, 0.04864274710416794]",ILSVRC2012_val_00036365,379,n02492660,howler_monkey,animals,nature,tree
base,inpainted,122,272,335,0,0.1347717046737671,"[335, 330, 331, 84, 15]","[0.1347717046737671, 0.12786263227462769, 0.08410569280385971, 0.0719781145453453, 0.04803632199764252]",ILSVRC2012_val_00036997,272,n02114855,coyote,animals,nature,tree
base,inpainted,123,86,349,0,0.1171625927090644,"[349, 984, 580, 348, 562]","[0.11716259270906448, 0.08036661893129349, 0.06428012251853943, 0.049107298254966736, 0.03790963441133499]",ILSVRC2012_val_00037024,86,n01807496,partridge,animals,nature,tree
base,inpainted,124,275,825,0,0.077368676662445,"[825, 984, 735, 295, 794]","[0.07736867666244507, 0.058884840458631516, 0.04855771362781525, 0.03981443867087364, 0.035178814083337784]",ILSVRC2012_val_00037354,275,n02116738,African_hunting_dog,animals,nature,tree
base,inpainted,125,387,912,0,0.1029401719570159,"[912, 318, 128, 44, 387]","[0.10294017195701599, 0.0952114537358284, 0.07141679525375366, 0.030528584495186806, 0.02849949151277542]",ILSVRC2012_val_00038134,387,n02509815,lesser_panda,animals,nature,tree
base,inpainted,126,12,79,0,0.2202890962362289,"[79, 94, 992, 325, 315]","[0.22028909623622894, 0.08768580853939056, 0.049286264926195145, 0.0476742647588253, 0.0461200475692749]",ILSVRC2012_val_00038160,12,n01532829,house_finch,animals,nature,tree
base,inpainted,127,17,12,0,0.4408928453922272,"[12, 74, 10, 17, 16]","[0.4408928453922272, 0.060471102595329285, 0.05552094429731369, 0.051556434482336044, 0.04139666259288788]",ILSVRC2012_val_00040412,17,n01580077,jay,animals,nature,tree
base,inpainted,128,899,703,0,0.1816633194684982,"[703, 26, 912, 14, 135]","[0.18166331946849823, 0.1649133265018463, 0.036938972771167755, 0.023243801668286324, 0.02023598551750183]",ILSVRC2012_val_00041304,899,n04560804,water_jug,household,nature,tree
base,inpainted,129,365,9,0,0.1984537094831466,"[9, 376, 384, 88, 40]","[0.19845370948314667, 0.08670949935913086, 0.06959700584411621, 0.06774519383907318, 0.0357997789978981]",ILSVRC2012_val_00042045,365,n02480495,orangutan,animals,nature,tree
base,inpainted,130,335,334,0,0.0877266377210617,"[334, 287, 84, 43, 82]","[0.0877266377210617, 0.03136865049600601, 0.030637364834547043, 0.030457761138677597, 0.0286750178784132]",ILSVRC2012_val_00042187,335,n02356798,fox_squirrel,animals,nature,tree
base,inpainted,131,23,81,0,0.3080213963985443,"[81, 825, 50, 274, 280]","[0.3080213963985443, 0.11790410429239273, 0.029483195394277573, 0.0286344476044178, 0.0185797531157732]",ILSVRC2012_val_00042788,23,n01616318,vulture,animals,nature,tree
base,inpainted,132,379,682,0,0.9971490502357484,"[682, 442, 483, 914, 777]","[0.9971490502357483, 0.0005526863969862461, 0.0002732369175646454, 0.000230963749345392, 0.00019392072863411158]",ILSVRC2012_val_00043945,379,n02492660,howler_monkey,animals,nature,tree
base,inpainted,133,988,988,1,0.1394750624895095,"[988, 738, 954, 847, 990]","[0.13947506248950958, 0.08310282975435257, 0.07511825859546661, 0.04397261142730713, 0.030143238604068756]",ILSVRC2012_val_00045517,988,n12267677,acorn,food,nature,tree
base,inpainted,134,988,16,0,0.6587504744529724,"[16, 95, 92, 988, 14]","[0.6587504744529724, 0.1591423749923706, 0.0739002376794815, 0.06495083123445511, 0.010636311955749989]",ILSVRC2012_val_00045530,988,n12267677,acorn,food,nature,tree
base,inpainted,135,17,14,0,0.6301101446151733,"[14, 320, 15, 989, 95]","[0.6301101446151733, 0.061917416751384735, 0.05224750563502312, 0.04447944462299347, 0.037758249789476395]",ILSVRC2012_val_00046280,17,n01580077,jay,animals,nature,tree
base,inpainted,136,18,364,0,0.1300193220376968,"[364, 90, 91, 16, 13]","[0.13001932203769684, 0.11939063668251038, 0.0881037637591362, 0.06909608095884323, 0.04972250387072563]",ILSVRC2012_val_00047827,18,n01582220,magpie,animals,nature,tree
base,inpainted,137,39,381,0,0.1083568558096885,"[381, 448, 88, 382, 90]","[0.10835685580968857, 0.0894748866558075, 0.08776403218507767, 0.0655461773276329, 0.045094944536685944]",ILSVRC2012_val_00048467,39,n01677366,common_iguana,animals,nature,tree
base,inpainted,138,335,14,0,0.135423868894577,"[14, 15, 16, 924, 379]","[0.13542386889457703, 0.047576937824487686, 0.04575154185295105, 0.041834138333797455, 0.03753526136279106]",ILSVRC2012_val_00048669,335,n02356798,fox_squirrel,animals,nature,tree
base,inpainted,139,376,368,0,0.1292311251163482,"[368, 74, 815, 375, 448]","[0.12923112511634827, 0.10206151008605957, 0.06875178962945938, 0.03977192938327789, 0.03593776375055313]",ILSVRC2012_val_00049194,376,n02489166,proboscis_monkey,animals,nature,tree
base,inpainted,140,18,131,0,0.0779097750782966,"[131, 337, 133, 363, 298]","[0.07790977507829666, 0.06595490872859955, 0.04095606133341789, 0.032866574823856354, 0.02922205999493599]",ILSVRC2012_val_00000476,18,n01582220,magpie,animals,nature,river
base,inpainted,141,134,58,0,0.1102081760764122,"[58, 116, 142, 295, 287]","[0.1102081760764122, 0.05795871466398239, 0.0506843738257885, 0.04138040170073509, 0.04068624973297119]",ILSVRC2012_val_00000648,134,n02012849,crane,vehicles,nature,river
base,inpainted,142,294,972,0,0.4212294220924377,"[972, 976, 979, 500, 970]","[0.42122942209243774, 0.20508497953414917, 0.14144663512706757, 0.03839397802948952, 0.030625533312559128]",ILSVRC2012_val_00000871,294,n02132136,brown_bear,animals,nature,river
base,inpainted,143,472,628,0,0.1613364368677139,"[628, 536, 408, 833, 580]","[0.16133643686771393, 0.07257834076881409, 0.07184122502803802, 0.056868117302656174, 0.03288597613573074]",ILSVRC2012_val_00001326,472,n02951358,canoe,vehicles,nature,river
base,inpainted,144,354,975,0,0.3093607425689697,"[975, 703, 977, 525, 912]","[0.3093607425689697, 0.1866993010044098, 0.06394585967063904, 0.03876423090696335, 0.03823103755712509]",ILSVRC2012_val_00003409,354,n02437312,Arabian_camel,animals,nature,river
base,inpainted,145,134,50,0,0.2894130647182464,"[50, 84, 133, 49, 336]","[0.28941306471824646, 0.04982373118400574, 0.04777730628848076, 0.03362349793314934, 0.02453603968024254]",ILSVRC2012_val_00003472,134,n02012849,crane,vehicles,nature,river
base,inpainted,146,821,975,0,0.4079340696334839,"[975, 460, 888, 525, 449]","[0.4079340696334839, 0.1833764761686325, 0.08695188909769058, 0.055449433624744415, 0.042917318642139435]",ILSVRC2012_val_00003589,821,n04311004,steel_arch_bridge,buildings_and_structures,nature,river
base,inpainted,147,391,460,0,0.2514298260211944,"[460, 780, 833, 975, 144]","[0.25142982602119446, 0.2060452550649643, 0.11079800128936768, 0.07421790063381195, 0.05288410559296608]",ILSVRC2012_val_00003806,391,n02536864,coho,animals,nature,river
base,inpainted,148,391,977,0,0.2743279933929443,"[977, 975, 460, 821, 755]","[0.27432799339294434, 0.11197257786989212, 0.08674804866313934, 0.07549122720956802, 0.0751577690243721]",ILSVRC2012_val_00005190,391,n02536864,coho,animals,nature,river
base,inpainted,149,821,908,0,0.1401754468679428,"[908, 895, 404, 795, 977]","[0.1401754468679428, 0.0806989073753357, 0.04932039976119995, 0.04509971663355827, 0.0374092198908329]",ILSVRC2012_val_00005992,821,n04311004,steel_arch_bridge,buildings_and_structures,nature,river
base,inpainted,150,576,576,1,0.1341318041086197,"[576, 469, 150, 391, 33]","[0.1341318041086197, 0.05306551232933998, 0.04462963342666626, 0.0349515862762928, 0.032366715371608734]",ILSVRC2012_val_00007763,576,n03447447,gondola,vehicles,nature,river
base,inpainted,151,140,140,1,0.409610241651535,"[140, 129, 146, 132, 131]","[0.40961024165153503, 0.07494217157363892, 0.0564548522233963, 0.05318029224872589, 0.05212990939617157]",ILSVRC2012_val_00010176,140,n02027492,red-backed_sandpiper,animals,nature,river
base,inpainted,152,852,98,0,0.1082233563065528,"[98, 143, 137, 814, 337]","[0.10822335630655289, 0.0963924452662468, 0.09382481873035431, 0.0788872018456459, 0.057892609387636185]",ILSVRC2012_val_00010370,852,n04409515,tennis_ball,sports_and_recreation,nature,river
base,inpainted,153,576,979,0,0.2261404395103454,"[979, 825, 525, 472, 646]","[0.22614043951034546, 0.08243604749441147, 0.058009445667266846, 0.045717138797044754, 0.04463198035955429]",ILSVRC2012_val_00012445,576,n03447447,gondola,vehicles,nature,river
base,inpainted,154,472,975,0,0.1819945722818374,"[975, 346, 603, 472, 408]","[0.18199457228183746, 0.12670746445655823, 0.044001251459121704, 0.04022521525621414, 0.034737616777420044]",ILSVRC2012_val_00013191,472,n02951358,canoe,vehicles,nature,river
base,inpainted,155,258,143,0,0.1015880331397056,"[143, 975, 99, 347, 867]","[0.10158803313970566, 0.06698956340551376, 0.05325048044323921, 0.05078992620110512, 0.03796901926398277]",ILSVRC2012_val_00013501,258,n02111889,Samoyed,animals,nature,river
base,inpainted,156,143,143,1,0.236563503742218,"[143, 141, 131, 49, 50]","[0.23656350374221802, 0.17022854089736938, 0.1433102935552597, 0.05669143423438072, 0.050821453332901]",ILSVRC2012_val_00014991,143,n02037110,oystercatcher,animals,nature,river
base,inpainted,157,198,888,0,0.1225686892867088,"[888, 425, 730, 825, 525]","[0.12256868928670883, 0.10985802859067917, 0.05126257240772247, 0.045199643820524216, 0.03725866973400116]",ILSVRC2012_val_00015427,198,n02097209,standard_schnauzer,animals,nature,river
base,inpainted,158,236,975,0,0.5049533247947693,"[975, 984, 958, 472, 979]","[0.5049533247947693, 0.09834658354520798, 0.05860742926597595, 0.05175171047449112, 0.025166520848870277]",ILSVRC2012_val_00016451,236,n02107142,Doberman,animals,nature,river
base,inpainted,159,576,576,1,0.9830744862556458,"[576, 449, 663, 483, 873]","[0.9830744862556458, 0.002783696400001645, 0.002391715534031391, 0.0018411255441606045, 0.001432902179658413]",ILSVRC2012_val_00016468,576,n03447447,gondola,vehicles,nature,river
base,inpainted,160,483,970,0,0.0775587633252143,"[970, 483, 972, 979, 975]","[0.07755876332521439, 0.07623793929815292, 0.06967342644929886, 0.04163770750164986, 0.02607143297791481]",ILSVRC2012_val_00019214,483,n02980441,castle,buildings_and_structures,nature,river
base,inpainted,161,727,727,1,0.1615877002477646,"[727, 975, 937, 835, 977]","[0.1615877002477646, 0.14412328600883484, 0.10523439198732376, 0.09483056515455246, 0.05215759202837944]",ILSVRC2012_val_00019242,727,n03956157,planetarium,buildings_and_structures,nature,river
base,inpainted,162,238,337,0,0.2161282449960708,"[337, 100, 360, 344, 50]","[0.21612824499607086, 0.1508648544549942, 0.07384024560451508, 0.0698423683643341, 0.05763087049126625]",ILSVRC2012_val_00019535,238,n02107574,Greater_Swiss_Mountain_dog,animals,nature,river
base,inpainted,163,385,294,0,0.2046286016702652,"[294, 344, 336, 276, 20]","[0.2046286016702652, 0.07979968190193176, 0.07203054428100586, 0.07034914195537567, 0.03861352801322937]",ILSVRC2012_val_00020144,385,n02504013,Indian_elephant,animals,nature,river
base,inpainted,164,472,718,0,0.4659618735313415,"[718, 408, 821, 977, 460]","[0.46596187353134155, 0.09569705277681351, 0.09292487800121307, 0.052092596888542175, 0.04428822919726372]",ILSVRC2012_val_00021156,472,n02951358,canoe,vehicles,nature,river
base,inpainted,165,140,142,0,0.3925961256027221,"[142, 49, 141, 139, 140]","[0.39259612560272217, 0.14428186416625977, 0.10577934980392456, 0.05272471532225609, 0.029274417087435722]",ILSVRC2012_val_00021656,140,n02027492,red-backed_sandpiper,animals,nature,river
base,inpainted,166,352,50,0,0.4432310163974762,"[50, 49, 48, 460, 977]","[0.4432310163974762, 0.16790726780891418, 0.03743492439389229, 0.03501863405108452, 0.018400888890028]",ILSVRC2012_val_00024266,352,n02422699,impala,animals,nature,river
base,inpainted,167,292,888,0,0.1693684011697769,"[888, 294, 272, 274, 278]","[0.16936840116977692, 0.1233351081609726, 0.07618235051631927, 0.06438647210597992, 0.05945729836821556]",ILSVRC2012_val_00025213,292,n02129604,tiger,animals,nature,river
base,inpainted,168,806,525,0,0.2553358376026153,"[525, 975, 332, 984, 279]","[0.25533583760261536, 0.24361993372440338, 0.10569411516189575, 0.018547337502241135, 0.017569849267601967]",ILSVRC2012_val_00025297,806,n04254777,sock,clothing_and_accessories,nature,river
base,inpainted,169,449,716,0,0.1723268330097198,"[716, 958, 853, 425, 706]","[0.17232683300971985, 0.16531261801719666, 0.11933816224336624, 0.08877412229776382, 0.05390012264251709]",ILSVRC2012_val_00025453,449,n02859443,boathouse,buildings_and_structures,nature,river
base,inpainted,170,164,825,0,0.2721977531909942,"[825, 74, 70, 50, 313]","[0.27219775319099426, 0.05272694677114487, 0.04458031430840492, 0.04291531816124916, 0.038769278675317764]",ILSVRC2012_val_00025655,164,n02088632,bluetick,animals,nature,river
base,inpainted,171,909,460,0,0.6188258528709412,"[460, 979, 150, 858, 139]","[0.6188258528709412, 0.1410055160522461, 0.029076190665364265, 0.02261786162853241, 0.01478323433548212]",ILSVRC2012_val_00028560,909,n04596742,wok,household,nature,river
base,inpainted,172,576,576,1,0.5084628462791443,"[576, 694, 780, 718, 554]","[0.5084628462791443, 0.2753797471523285, 0.06411321461200714, 0.030023276805877686, 0.023817028850317]",ILSVRC2012_val_00030329,576,n03447447,gondola,vehicles,nature,river
base,inpainted,173,727,975,0,0.8592283129692078,"[975, 417, 979, 980, 449]","[0.8592283129692078, 0.029079461470246315, 0.024574294686317444, 0.012157120741903782, 0.011395796202123165]",ILSVRC2012_val_00032007,727,n03956157,planetarium,buildings_and_structures,nature,river
base,inpainted,174,223,525,0,0.1143555343151092,"[525, 825, 888, 646, 913]","[0.11435553431510925, 0.07576265186071396, 0.06428668648004532, 0.05953669920563698, 0.04222526773810387]",ILSVRC2012_val_00032013,223,n02104365,schipperke,animals,nature,river
base,inpainted,175,132,295,0,0.1212159022688865,"[295, 50, 853, 428, 825]","[0.12121590226888657, 0.09988727420568466, 0.06471163779497147, 0.05193878710269928, 0.04998082295060158]",ILSVRC2012_val_00032830,132,n02009912,American_egret,animals,nature,river
base,inpainted,176,576,576,1,0.8848700523376465,"[576, 698, 829, 874, 668]","[0.8848700523376465, 0.03006806969642639, 0.01919017732143402, 0.015169564634561539, 0.006792866159230471]",ILSVRC2012_val_00036172,576,n03447447,gondola,vehicles,nature,river
base,inpainted,177,391,660,0,0.1199639365077018,"[660, 975, 727, 756, 896]","[0.11996393650770187, 0.09597033262252808, 0.0646929144859314, 0.04754261672496796, 0.04247010871767998]",ILSVRC2012_val_00037692,391,n02536864,coho,animals,nature,river
